year,dorm,room_number,course,geolocation,grade
2002,500 Memorial Dr ,A308A,16 1,CA,4
2002,500 Memorial Dr ,A322A,6 2,CA,4
2002,500 Memorial Dr ,A315A,6 2,MD,3
2002,500 Memorial Dr ,A213A,0,NJ,1
2002,500 Memorial Dr ,A314A,16 1,CA,2
2002,500 Memorial Dr ,A574A,15,TX,4
2002,500 Memorial Dr ,A456A,6 3,NY,4
2002,500 Memorial Dr ,A220A,3 B,CA,2
2002,500 Memorial Dr ,A441A,0,CA,1
2002,500 Memorial Dr ,A326A,6 2,IL,4
2002,500 Memorial Dr ,A303A,0,UT,1
2002,500 Memorial Dr ,A513A,0,VA,1
2002,500 Memorial Dr ,A561A,18,,2
2002,500 Memorial Dr ,A365A,0,NY,1
2002,500 Memorial Dr ,A258A,7,NJ,2
2002,500 Memorial Dr ,A351A,0,IL,1
2002,500 Memorial Dr ,A423A,6 2,CA,3
2002,500 Memorial Dr ,A524A,15,NY,3
2002,500 Memorial Dr ,A260A,8,PA,2
2002,500 Memorial Dr ,A546A,5,MI,4
2002,500 Memorial Dr ,A421A,0,CA,1
2002,500 Memorial Dr ,A332A,0,NY,1
2002,500 Memorial Dr ,A238A,0,NY,1
2002,500 Memorial Dr ,A515A,0,,1
2002,500 Memorial Dr ,A575A,0,TX,1
2002,500 Memorial Dr ,A518A,7,MA,2
2002,500 Memorial Dr ,A202A,0,NY,1
2002,500 Memorial Dr ,A415A,2,NC,2
2002,500 Memorial Dr ,A538A,16 1,CA,2
2002,500 Memorial Dr ,A356A,4,WA,4
2002,500 Memorial Dr ,A554A,0,MD,1
2002,500 Memorial Dr ,A366A,6 1,PA,2
2002,500 Memorial Dr ,A336A,6 1,MA,3
2002,500 Memorial Dr ,A428A,15,NY,2
2002,500 Memorial Dr ,A401A,0,HI,1
2002,500 Memorial Dr ,A465A,0,MA,1
2002,500 Memorial Dr ,A374A,18,TX,4
2002,500 Memorial Dr ,A453A,0,CA,1
2002,500 Memorial Dr ,A332A,0,NJ,1
2002,500 Memorial Dr ,A544A,6 1,CA,4
2002,500 Memorial Dr ,A535A,0,,1
2002,500 Memorial Dr ,A432A,0,NY,1
2002,500 Memorial Dr ,A253A,7,OK,2
2002,500 Memorial Dr ,A556A,6 2,NJ,4
2002,500 Memorial Dr ,A246A,5,MA,2
2002,500 Memorial Dr ,A532A,0,,1
2002,500 Memorial Dr ,A458A,6 2A,,4
2002,500 Memorial Dr ,A359A,0,NJ,1
2002,500 Memorial Dr ,A206A,0,MA,1
2002,500 Memorial Dr ,A375A,0,CA,1
2002,500 Memorial Dr ,A413A,0,CT,1
2002,500 Memorial Dr ,A252A,7,PA,2
2002,500 Memorial Dr ,A407A,6 3,NJ,3
2002,500 Memorial Dr ,A366A,2,TX,2
2002,500 Memorial Dr ,A433A,6 3,CA,2
2002,500 Memorial Dr ,A201A,0,CO,1
2002,500 Memorial Dr ,A543A,0,CA,1
2002,500 Memorial Dr ,A351A,0,CA,1
2002,500 Memorial Dr ,A224A,0,NC,1
2002,500 Memorial Dr ,A232A,5,OH,2
2002,500 Memorial Dr ,A420A,6 2,NY,3
2002,500 Memorial Dr ,A301A,0,,1
2002,500 Memorial Dr ,A368A,4,FL,3
2002,500 Memorial Dr ,A334A,6 2A,GA,4
2002,500 Memorial Dr ,A468A,7,,3
2002,500 Memorial Dr ,A239A,0,MD,1
2002,500 Memorial Dr ,A429A,0,PA,1
2002,500 Memorial Dr ,A239A,0,,1
2002,500 Memorial Dr ,A508A,6 2,NY,4
2002,500 Memorial Dr ,A510A,3 B,NJ,3
2002,500 Memorial Dr ,A434A,16 2,,4
2002,500 Memorial Dr ,A576A,16 1,SC,4
2002,500 Memorial Dr ,A537A,0,NM,1
2002,500 Memorial Dr ,A257A,0,FL,1
2002,500 Memorial Dr ,A541A,0,TX,1
2002,500 Memorial Dr ,A272A,6 2,MA,3
2002,500 Memorial Dr ,A264A,0,NY,1
2002,500 Memorial Dr ,A337A,8,CA,3
2002,500 Memorial Dr ,A501A,0,NJ,1
2002,500 Memorial Dr ,A409A,6 2,NY,2
2002,500 Memorial Dr ,A341A,0,PR,1
2002,500 Memorial Dr ,A463A,0,NM,1
2002,500 Memorial Dr ,A327A,0,NJ,1
2002,500 Memorial Dr ,A421A,0,ME,1
2002,500 Memorial Dr ,A523A,6 3,CA,4
2002,500 Memorial Dr ,A241A,18,,2
2002,500 Memorial Dr ,A331A,15,CA,3
2002,500 Memorial Dr ,A276A,15,NJ,4
2002,500 Memorial Dr ,A262A,7,MA,2
2002,500 Memorial Dr ,A427A,0,NM,1
2002,500 Memorial Dr ,A450A,0,NY,1
2002,500 Memorial Dr ,A442A,1 E,VA,3
2002,500 Memorial Dr ,A261A,0,VA,1
2002,500 Memorial Dr ,A536A,0,,1
2002,500 Memorial Dr ,A530A,0,,1
2002,500 Memorial Dr ,A338A,9,NY,3
2002,500 Memorial Dr ,A330A,0,OH,1
2002,500 Memorial Dr ,A275A,0,CA,1
2002,500 Memorial Dr ,A471A,15,IL,2
2002,500 Memorial Dr ,A454A,0,NJ,1
2002,500 Memorial Dr ,A462A,16 1,AZ,4
2002,500 Memorial Dr ,A254A,0,CA,1
2002,500 Memorial Dr ,A352A,0,GA,1
2002,500 Memorial Dr ,A403A,0,CA,1
2002,500 Memorial Dr ,A413A,0,OH,1
2002,500 Memorial Dr ,A539A,0,MO,1
2002,500 Memorial Dr ,A528A,0,CA,1
2002,500 Memorial Dr ,A266A,0,NY,1
2002,500 Memorial Dr ,A410A,7,NY,3
2002,500 Memorial Dr ,A516A,6 2,,2
2002,500 Memorial Dr ,A540A,16 1,CT,4
2002,500 Memorial Dr ,A444A,2:00 AM,MO,4
2002,500 Memorial Dr ,A256A,7,MA,2
2002,500 Memorial Dr ,A430A,0,CA,1
2002,500 Memorial Dr ,A266A,0,NJ,1
2002,500 Memorial Dr ,A461A,15,AL,3
2002,500 Memorial Dr ,A274A,6 2,UT,3
2002,500 Memorial Dr ,A313A,0,VA,1
2002,500 Memorial Dr ,A371A,0,RI,1
2002,500 Memorial Dr ,A439A,0,CA,1
2002,500 Memorial Dr ,A329A,0,NY,1
2002,500 Memorial Dr ,A302A,0,OR,1
2002,500 Memorial Dr ,A529A,0,WA,1
2002,500 Memorial Dr ,A564A,0,MA,1
2002,500 Memorial Dr ,A221A,0,OR,1
2002,500 Memorial Dr ,A414A,7,NY,3
2002,500 Memorial Dr ,A419A,6 2,NJ,3
2002,500 Memorial Dr ,A330A,0,OK,1
2002,500 Memorial Dr ,A507A,6 2,FL,4
2002,500 Memorial Dr ,A221A,0,NJ,1
2002,500 Memorial Dr ,A214A,7,OK,2
2002,500 Memorial Dr ,A301A,0,VA,1
2002,500 Memorial Dr ,A512A,16 1,PA,4
2002,500 Memorial Dr ,A514A,7,VT,2
2002,500 Memorial Dr ,A363A,6 2,MA,3
2002,500 Memorial Dr ,A320A,0,,1
2002,500 Memorial Dr ,A554A,0,MD,1
2002,500 Memorial Dr ,A475A,0,CT,1
2002,500 Memorial Dr ,A454A,0,NJ,1
2002,500 Memorial Dr ,A361A,6 2,PA,3
2002,500 Memorial Dr ,A325A,4,TN,3
2002,500 Memorial Dr ,A328A,18,MA,3
2002,500 Memorial Dr ,A268A,14,NJ,3
2002,500 Memorial Dr ,A263A,0,MI,1
2002,500 Memorial Dr ,A218A,7,OK,2
2002,500 Memorial Dr ,A235A,0,KS,1
2002,500 Memorial Dr ,A311A,6 2,CA,2
2002,500 Memorial Dr ,A319A,7,FL,3
2002,500 Memorial Dr ,A357A,9,MD,2
2002,500 Memorial Dr ,A226A,6 2,MA,2
2002,500 Memorial Dr ,A474A,6 2,CA,4
2002,500 Memorial Dr ,A240A,2,VA,3
2002,500 Memorial Dr ,A539A,0,CA,1
2002,500 Memorial Dr ,A404A,0,IL,1
2002,500 Memorial Dr ,A303A,0,MN,1
2002,500 Memorial Dr ,A571A,6 2,OH,2
2002,500 Memorial Dr ,A327A,0,CA,1
2002,500 Memorial Dr ,A521A,0,CA,1
2002,500 Memorial Dr ,A446A,6 1,WA,3
2002,500 Memorial Dr ,A475A,0,MA,1
2002,500 Memorial Dr ,A431A,0,CA,1
2002,500 Memorial Dr ,A558A,0,CA,1
2002,500 Memorial Dr ,A439A,0,WA,1
2002,500 Memorial Dr ,A314A,10,IN,2
2002,500 Memorial Dr ,A203A,0,CA,1
2002,500 Memorial Dr ,A422A,7,CA,4
2002,500 Memorial Dr ,A426A,15,,3
2002,500 Memorial Dr ,A312A,6 3,WI,4
2002,500 Memorial Dr ,A443A,0,MI,1
2002,500 Memorial Dr ,A324A,6 3,NY,3
2002,500 Memorial Dr ,A403A,0,CA,1
2002,500 Memorial Dr ,A526A,10,MI,4
2002,500 Memorial Dr ,A476A,7,PA,4
2002,500 Memorial Dr ,A323A,21W,MA,2
2002,500 Memorial Dr ,A457A,6 3,MA,4
2002,500 Memorial Dr ,A557A,0,OH,1
2002,500 Memorial Dr ,A566A,6 2,CA,2
2002,500 Memorial Dr ,A511A,10,CA,2
2002,500 Memorial Dr ,A350A,0,NY,1
2002,500 Memorial Dr ,A565A,0,NV,1
2002,500 Memorial Dr ,A243A,0,NJ,1
2002,500 Memorial Dr ,A227A,0,AK,1
2002,500 Memorial Dr ,A460A,6 3,CA,3
2002,500 Memorial Dr ,A342A,6 2,CA,4
2002,500 Memorial Dr ,A402A,0,MD,1
2002,500 Memorial Dr ,A509A,8 B,NY,4
2002,500 Memorial Dr ,A213A,0,IL,1
2002,500 Memorial Dr ,A451A,0,MN,1
2002,500 Memorial Dr ,A543A,0,IL,1
2002,500 Memorial Dr ,A551A,0,CA,1
2002,500 Memorial Dr ,A250A,0,CT,1
2002,500 Memorial Dr ,A424A,18,NY,3
2002,500 Memorial Dr ,A358A,6 2,NY,3
2002,500 Memorial Dr ,A506A,6 2,MA,4
2002,500 Memorial Dr ,A215A,15,AL,2
2002,500 Memorial Dr ,A204A,0,NY,1
2002,500 Memorial Dr ,A529A,0,WA,1
2002,500 Memorial Dr ,A435A,6 1,VA,2
2002,500 Memorial Dr ,A205A,0,GA,1
2002,500 Memorial Dr ,A203A,0,PR,1
2002,500 Memorial Dr ,A305A,0,IL,1
2002,500 Memorial Dr ,A333A,3 B,NY,3
2002,500 Memorial Dr ,A520A,15,,3
2002,500 Memorial Dr ,A405A,0,CA,1
2002,500 Memorial Dr ,A350A,0,VA,1
2002,500 Memorial Dr ,A438A,0,MT,1
2002,500 Memorial Dr ,A365A,0,FL,1
2002,500 Memorial Dr ,A550A,0,MA,1
2002,500 Memorial Dr ,A259A,6 3,NY,2
2002,500 Memorial Dr ,A207A,0,CA,1
2002,500 Memorial Dr ,A552A,0,MA,1
2002,500 Memorial Dr ,A205A,0,CA,1
2002,500 Memorial Dr ,A430A,0,MD,1
2002,500 Memorial Dr ,A414A,6 2,TX,3
2002,500 Memorial Dr ,A560A,0,UT,1
2002,500 Memorial Dr ,A534A,6 3,MA,4
2002,500 Memorial Dr ,A237A,0,MA,1
2002,500 Memorial Dr ,A305A,0,NJ,1
2002,500 Memorial Dr ,A309A,0,AZ,1
2002,500 Memorial Dr ,A406A,6 3,DE,3
2002,500 Memorial Dr ,A443A,0,,1
2002,500 Memorial Dr ,A530A,0,TX,1
2002,500 Memorial Dr ,A570A,4,,2
2002,500 Memorial Dr ,A316A,15,CA,2
2002,500 Memorial Dr ,A416A,6 3,MA,3
2002,500 Memorial Dr ,A209A,0,ME,1
2002,500 Memorial Dr ,A271A,6 2,NY,3
2002,500 Memorial Dr ,A270A,7,NY,3
2002,500 Memorial Dr ,A242A,0,CA,1
2002,500 Memorial Dr ,A402A,0,MO,1
2002,500 Memorial Dr ,A304A,0,AZ,1
2002,500 Memorial Dr ,A459A,16 1,CA,2
2002,500 Memorial Dr ,A464A,2:00 AM,CA,2
2002,500 Memorial Dr ,A234A,15,MD,3
2002,500 Memorial Dr ,A340A,6 2,IL,3
2002,500 Memorial Dr ,A501A,0,MA,1
2002,500 Memorial Dr ,A313A,0,CA,1
2002,500 Memorial Dr ,A514A,6 2,MD,2
2002,500 Memorial Dr ,A503A,0,MA,1
2002,500 Memorial Dr ,A465A,0,CA,1
2002,500 Memorial Dr ,A503A,0,MD,1
2002,500 Memorial Dr ,A412A,3 B,NY,4
2002,500 Memorial Dr ,A250A,0,,1
2002,500 Memorial Dr ,A470A,6 3,CA,4
2002,500 Memorial Dr ,A232A,2,IL,2
2002,500 Memorial Dr ,A427A,0,OH,1
2002,500 Memorial Dr ,A418A,6 2A,IL,3
2002,500 Memorial Dr ,A243A,0,NY,1
2002,500 Memorial Dr ,A275A,0,CA,1
2002,500 Memorial Dr ,A525A,5,CA,2
2002,500 Memorial Dr ,A472A,14,NJ,3
2002,500 Memorial Dr ,A568A,1 E,MT,3
2002,500 Memorial Dr ,A251A,0,CT,1
2002,500 Memorial Dr ,A265A,0,IL,1
2002,500 Memorial Dr ,A429A,0,VA,1
2002,500 Memorial Dr ,A502A,0,MD,1
2002,500 Memorial Dr ,A466A,4,MA,3
2002,500 Memorial Dr ,A401A,0,HI,1
2002,500 Memorial Dr ,A521A,0,MI,1
2002,500 Memorial Dr ,A505A,0,NC,1
2002,500 Memorial Dr ,A452A,0,VA,1
2002,500 Memorial Dr ,A320A,6 3,RI,4
2002,500 Memorial Dr ,A220A,2,CA,2
2002,500 Memorial Dr ,A265A,0,OH,1
2002,500 Memorial Dr ,A364A,6 2,NY,2
2002,500 Memorial Dr ,A466A,10,CA,3
2002,500 Memorial Dr ,A437A,0,,1
2002,500 Memorial Dr ,A251A,0,NY,1
2002,500 Memorial Dr ,A231A,17,TX,2
2002,500 Memorial Dr ,A520A,0,,1
2002,500 Memorial Dr ,A564A,0,CT,1
2002,500 Memorial Dr ,A411A,5,TX,4
2002,500 Memorial Dr ,A362A,2,FL,3
2002,500 Memorial Dr ,A436A,2:00 AM,NY,2
2002,500 Memorial Dr ,A559A,0,WA,1
2002,500 Memorial Dr ,A225A,14,CA,2
2002,500 Memorial Dr ,A223A,10,CA,2
2002,500 Memorial Dr ,A233A,0,CA,1
2002,500 Memorial Dr ,A208A,6 3,MA,3
2002,500 Memorial Dr ,A432A,0,GA,1
2002,500 Memorial Dr ,A310A,6 3,CA,2
2002,500 Memorial Dr ,A504A,7,HI,3
2002,500 Memorial Dr ,A318A,6 2,,2
2002,500 Memorial Dr ,A451A,0,MA,1
2002,500 Memorial Dr ,A563A,0,FL,1
2002,500 Memorial Dr ,A211A,0,,1
2002,500 Memorial Dr ,A344A,10,FL,4
2002,500 Memorial Dr ,A214A,8,NM,2
2002,500 Memorial Dr ,A216A,7,CA,2
2002,500 Memorial Dr ,A553A,0,WI,1
2002,500 Memorial Dr ,A420A,6 2,,3
2002,500 Memorial Dr ,A212A,0,VA,1
2002,500 Memorial Dr ,A550A,0,RI,1
2002,500 Memorial Dr ,A244A,0,WI,1
2002,500 Memorial Dr ,A440A,16 1,CA,4
2002,500 Memorial Dr ,A527A,0,CA,1
2002,500 Memorial Dr ,A321A,4,VA,2
2002,500 Memorial Dr ,A364A,0,NY,1
2002,500 Memorial Dr ,A353A,0,NJ,1
2002,500 Memorial Dr ,A450A,0,IN,1
2002,500 Memorial Dr ,A306A,0,NY,1
2002,500 Memorial Dr ,A329A,0,MD,1
2002,500 Memorial Dr ,A375A,0,PA,1
2002,500 Memorial Dr ,A562A,0,MA,1
2002,500 Memorial Dr ,A502A,0,NJ,1
2002,500 Memorial Dr ,A202A,0,CA,1
2002,500 Memorial Dr ,A551A,0,CA,1
2002,500 Memorial Dr ,A321A,7,VA,2
2002,500 Memorial Dr ,A360A,2,FL,3
2002,500 Memorial Dr ,A201A,0,MA,1
2002,500 Memorial Dr ,A531A,0,TX,1
2002,500 Memorial Dr ,A408A,7,MA,4
2002,500 Memorial Dr ,A527A,0,ND,1
2002,500 Memorial Dr ,A572A,10,PA,3
2002,500 Memorial Dr ,A542A,14,,2
2002,500 Memorial Dr ,A264A,0,TX,1
2002,500 Memorial Dr ,A566A,6 2,MA,2
2002,500 Memorial Dr ,A575A,0,PA,1
2002,500 Memorial Dr ,A227A,0,CA,1
2002,500 Memorial Dr ,A254A,0,NY,1
2002,500 Memorial Dr ,A505A,0,NJ,1
2002,500 Memorial Dr ,A405A,0,MN,1
2002,500 Memorial Dr ,A464A,18,PA,2
2002,500 Memorial Dr ,A519A,6 2,IL,2
2002,500 Memorial Dr ,A522A,6 3,ME,4
2002,500 Memorial Dr ,A346A,15,VA,3
2002,500 Memorial Dr ,A302A,0,IL,1
2002,500 Memorial Dr ,A210A,0,VA,1
2002,500 Memorial Dr ,A565A,0,MA,1
2002,500 Memorial Dr ,A533A,0,NY,1
2002,500 Memorial Dr ,A307A,0,MD,1
2002,500 Memorial Dr ,A532A,0,,1
2002,500 Memorial Dr ,A236A,6 3,CA,2
2002,Baker House ,A235A,2,NC,4
2002,Baker House ,A624A,15,IL,3
2002,Baker House ,A527A,16 2,VA,4
2002,Baker House ,A218A,15,CA,2
2002,Baker House ,A316A,6 2,CA,2
2002,Baker House ,A446A,0,MN,1
2002,Baker House ,A502A,9,PA,2
2002,Baker House ,A318A,6 3,CA,2
2002,Baker House ,A135A,7,FL,3
2002,Baker House ,A438A,14,,4
2002,Baker House ,A201A,0,TX,1
2002,Baker House ,A301A,0,MA,1
2002,Baker House ,A104A,0,TX,1
2002,Baker House ,A418A,17,MA,2
2002,Baker House ,A115A,6 1,TX,2
2002,Baker House ,A542A,18,CA,3
2002,Baker House ,A335A,10,UT,4
2002,Baker House ,A141A,6 2,OR,3
2002,Baker House ,A240A,6 2,NY,3
2002,Baker House ,A119A,0,CA,1
2002,Baker House ,A606A,8,PA,2
2002,Baker House ,A417A,5,CA,2
2002,Baker House ,A506A,0,MN,1
2002,Baker House ,A206A,0,NE,1
2002,Baker House ,A623A,6 2,MA,4
2002,Baker House ,A202A,0,MD,1
2002,Baker House ,A334A,14,,3
2002,Baker House ,A213A,0,MA,1
2002,Baker House ,A539A,8,,4
2002,Baker House ,A328A,15,NJ,3
2002,Baker House ,A211A,0,NY,1
2002,Baker House ,A211A,0,PA,1
2002,Baker House ,A102A,0,TX,1
2002,Baker House ,A331A,2:00 AM,CA,3
2002,Baker House ,A532A,6 2,CA,3
2002,Baker House ,A632A,10,NJ,3
2002,Baker House ,A635A,6 2,NY,4
2002,Baker House ,A645A,6 3,MA,2
2002,Baker House ,A221A,6 2,,3
2002,Baker House ,A537A,16 1,VA,4
2002,Baker House ,A616A,9,VA,4
2002,Baker House ,A102A,0,ME,1
2002,Baker House ,A215A,6 2,NJ,2
2002,Baker House ,A231A,15,NY,3
2002,Baker House ,A421A,6 2,NY,3
2002,Baker House ,A546A,0,,1
2002,Baker House ,A611A,0,NJ,1
2002,Baker House ,A324A,6 2A,MD,3
2002,Baker House ,A131A,15,CO,2
2002,Baker House ,A616A,1 C,OH,4
2002,Baker House ,A519A,7,MA,4
2002,Baker House ,A215A,2,MA,2
2002,Baker House ,A530A,6 2,TX,3
2002,Baker House ,A615A,6 2,CT,4
2002,Baker House ,A511A,0,MD,1
2002,Baker House ,A225A,8,IA,3
2002,Baker House ,A513A,0,FL,1
2002,Baker House ,A338A,7,NY,4
2002,Baker House ,A136A,14,NJ,3
2002,Baker House ,A619A,5,NJ,4
2002,Baker House ,A411A,0,GA,1
2002,Baker House ,A511A,0,CA,1
2002,Baker House ,A337A,9,NY,4
2002,Baker House ,A505A,18,NY,2
2002,Baker House ,A534A,6 2,NJ,3
2002,Baker House ,A238A,10,MD,4
2002,Baker House ,A444A,15,NJ,2
2002,Baker House ,A332A,5,NY,2
2002,Baker House ,A205A,0,WI,1
2002,Baker House ,A246A,0,MA,1
2002,Baker House ,A446A,0,FL,1
2002,Baker House ,A229A,6 2,MI,3
2002,Baker House ,A201A,0,MA,1
2002,Baker House ,A118A,0,NY,1
2002,Baker House ,A117A,15,CA,2
2002,Baker House ,A617A,1 C,NJ,4
2002,Baker House ,A412A,9,CA,2
2002,Baker House ,A115A,15,CA,2
2002,Baker House ,A401A,0,NY,1
2002,Baker House ,A132A,6 2,,3
2002,Baker House ,A414A,6 2,CA,2
2002,Baker House ,A519A,12,NJ,3
2002,Baker House ,A521A,16 1,FL,4
2002,Baker House ,A406A,0,TX,1
2002,Baker House ,A241A,7,NJ,4
2002,Baker House ,A646A,0,IL,1
2002,Baker House ,A536A,2:00 AM,AL,4
2002,Baker House ,A612A,6 2,MA,3
2002,Baker House ,A222A,2,,3
2002,Baker House ,A541A,6 2,OH,4
2002,Baker House ,A245A,15,MI,3
2002,Baker House ,A216A,15,,2
2002,Baker House ,A535A,2,OH,4
2002,Baker House ,A626A,6 2,CA,4
2002,Baker House ,A620A,15,CT,2
2002,Baker House ,A601A,0,NJ,1
2002,Baker House ,A523A,8,,4
2002,Baker House ,A520A,6 2,NY,3
2002,Baker House ,A546A,0,MD,1
2002,Baker House ,A445A,15,NJ,4
2002,Baker House ,A315A,0,AS,1
2002,Baker House ,A206A,0,SC,1
2002,Baker House ,A619A,9,NY,4
2002,Baker House ,A236A,7,NY,4
2002,Baker House ,A302A,7,TN,2
2002,Baker House ,A514A,14,NY,2
2002,Baker House ,A120A,0,MD,1
2002,Baker House ,A105A,0,MN,1
2002,Baker House ,A219A,6 1,NY,2
2002,Baker House ,A622A,7,MA,4
2002,Baker House ,A602A,7,MI,2
2002,Baker House ,A326A,4,MA,3
2002,Baker House ,A319A,4,MA,2
2002,Baker House ,A218A,15,PA,2
2002,Baker House ,A515A,16 1,NY,2
2002,Baker House ,A621A,2:00 AM,VA,4
2002,Baker House ,A546A,0,NJ,1
2002,Baker House ,A237A,7,MN,3
2002,Baker House ,A627A,2 B,CA,4
2002,Baker House ,A543A,7,CA,2
2002,Baker House ,A611A,0,MA,1
2002,Baker House ,A640A,6 1,NY,4
2002,Baker House ,A343A,18,FL,2
2002,Baker House ,A103A,0,MD,1
2002,Baker House ,A137A,14,MD,3
2002,Baker House ,A217A,1 C,WA,2
2002,Baker House ,A232A,10,MI,3
2002,Baker House ,A643A,1 E,UT,3
2002,Baker House ,A118A,0,MA,1
2002,Baker House ,A420A,10,VA,2
2002,Baker House ,A230A,6 3,TX,3
2002,Baker House ,A233A,18,NY,3
2002,Baker House ,A306A,0,FL,1
2002,Baker House ,A320A,7,MN,2
2002,Baker House ,A442A,0,NY,1
2002,Baker House ,A546A,0,IL,1
2002,Baker House ,A642A,7,NE,3
2002,Baker House ,A246A,0,CA,1
2002,Baker House ,A219A,6 2,PA,2
2002,Baker House ,A217A,15,WA,2
2002,Baker House ,A440A,8,WA,4
2002,Baker House ,A618A,6 3,NJ,4
2002,Baker House ,A411A,0,NJ,1
2002,Baker House ,A134A,15,NY,3
2002,Baker House ,A346A,0,NY,1
2002,Baker House ,A422A,15,FL,3
2002,Baker House ,A405A,2,OR,2
2002,Baker House ,A313A,10,TX,2
2002,Baker House ,A439A,18 C,CA,4
2002,Baker House ,A517A,2,AZ,3
2002,Baker House ,A106A,0,TX,1
2002,Baker House ,A234A,6 1,,3
2002,Baker House ,A311A,0,MI,1
2002,Baker House ,A617A,7,NY,4
2002,Baker House ,A306A,0,NY,1
2002,Baker House ,A220A,15,MA,2
2002,Baker House ,A625A,7,MA,4
2002,Baker House ,A646A,0,IL,1
2002,Baker House ,A301A,0,NY,1
2002,Baker House ,A544A,10,CA,2
2002,Baker House ,A425A,7,CA,4
2002,Baker House ,A520A,0,NJ,1
2002,Baker House ,A639A,5,NY,4
2002,Baker House ,A223A,6 2,IL,3
2002,Baker House ,A345A,6 1,OH,2
2002,Baker House ,A401A,0,MT,1
2002,Baker House ,A614A,2,MA,2
2002,Baker House ,A413A,18,NV,2
2002,Baker House ,A545A,15,CO,2
2002,Baker House ,A205A,6 3,MA,2
2002,Baker House ,A316A,6 2,NY,2
2002,Baker House ,A119A,0,MA,1
2002,Baker House ,A505A,16 1,NY,2
2002,Baker House ,A605A,2,OH,2
2002,Baker House ,A116A,0,TX,1
2002,Baker House ,A105A,0,TX,1
2002,Baker House ,A216A,15,PR,2
2002,Baker House ,A401A,0,CA,1
2002,Baker House ,A406A,0,NY,1
2002,Baker House ,A220A,9,NY,2
2002,Baker House ,A517A,6 2,AP,3
2002,Baker House ,A342A,6 2,MA,3
2002,Baker House ,A629A,16 1,PA,4
2002,Baker House ,A540A,18,NJ,4
2002,Baker House ,A320A,14,,2
2002,Baker House ,A116A,0,NC,1
2002,Baker House ,A437A,7,NY,4
2002,Baker House ,A227A,5,IL,3
2002,Baker House ,A646A,0,CO,1
2002,Baker House ,A515A,15,NY,2
2002,Baker House ,A512A,9,WA,2
2002,Baker House ,A321A,11,NY,3
2002,Baker House ,A211A,0,NY,1
2002,Baker House ,A611A,0,TX,1
2002,Baker House ,A103A,0,ME,1
2002,Baker House ,A329A,15,WA,3
2002,Baker House ,A101A,0,CA,1
2002,Baker House ,A402A,1 E,NY,2
2002,Baker House ,A420A,2,TX,2
2002,Baker House ,A305A,0,MA,1
2002,Baker House ,A436A,14,,4
2002,Baker House ,A615A,6 3,OH,4
2002,Baker House ,A346A,0,CT,1
2002,Baker House ,A516A,6 2,NJ,3
2002,Baker House ,A336A,9,UT,4
2002,Baker House ,A630A,18,,3
2002,Baker House ,A406A,0,CT,1
2002,Baker House ,A346A,0,MA,1
2002,Baker House ,A415A,6 2,MA,2
2002,Baker House ,A117A,7,WA,2
2002,Baker House ,A138A,15,MA,2
2002,Baker House ,A518A,12,IA,4
2002,Baker House ,A638A,2,CA,4
2002,Baker House ,A340A,9,MA,4
2002,Baker House ,A434A,8 B,NY,3
2002,Baker House ,A646A,0,NY,1
2002,Baker House ,A634A,2,CA,3
2002,Baker House ,A526A,15,NY,4
2002,Baker House ,A432A,8:00 AM,MA,3
2002,Baker House ,A314A,9,MD,2
2002,Baker House ,A435A,7,TX,4
2002,Baker House ,A333A,18 C,NY,3
2002,Baker House ,A317A,6 2,IN,2
2002,Baker House ,A323A,6 1A,CT,3
2002,Baker House ,A511A,0,OH,1
2002,Baker House ,A418A,1 E,WA,2
2002,Baker House ,A405A,2,PR,2
2002,Baker House ,A411A,0,,1
2002,Baker House ,A346A,0,NY,1
2002,Baker House ,A311A,0,CA,1
2002,Baker House ,A637A,6 3,,4
2002,Baker House ,A427A,6 3,CA,4
2002,Baker House ,A130A,8,,3
2002,Baker House ,A501A,0,TX,1
2002,Baker House ,A446A,0,VA,1
2002,Baker House ,A628A,6 2A,MD,4
2002,Baker House ,A301A,0,CA,1
2002,Baker House ,A226A,6 1,NY,3
2002,Baker House ,A228A,6 3,TX,3
2002,Baker House ,A443A,15,CA,2
2002,Baker House ,A311A,0,PA,1
2002,Baker House ,A202A,0,RI,1
2002,Baker House ,A120A,0,NC,1
2002,Baker House ,A212A,0,TX,1
2002,Baker House ,A516A,6 2,MA,3
2002,Baker House ,A106A,0,CA,1
2002,Baker House ,A641A,3,,4
2002,Baker House ,A518A,6 2,CA,4
2002,Baker House ,A305A,10,PA,2
2002,Baker House ,A104A,0,CA,1
2002,Baker House ,A416A,5,NY,3
2002,Baker House ,A430A,6 3,NY,3
2002,Baker House ,A601A,0,IL,1
2002,Baker House ,A606A,6 3,NY,2
2002,Baker House ,A633A,6 3,PA,3
2002,Baker House ,A506A,0,CT,1
2002,Baker House ,A139A,7,CA,3
2002,Baker House ,A339A,7,MA,4
2002,Baker House ,A243A,0,NJ,1
2002,Baker House ,A613A,7,WI,2
2002,Baker House ,A538A,1 E,WA,4
2002,Baker House ,A317A,6 3,OR,2
2002,Baker House ,A525A,6 2,NM,4
2002,Baker House ,A140A,15,CA,3
2002,Baker House ,A419A,18,MA,2
2002,Baker House ,A330A,6 2A,PA,3
2002,Baker House ,A522A,6 1,NC,4
2002,Baker House ,A419A,0,CA,1
